,T98G,RD,A-673,L-1236,786-0,A498,A549,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-15,HCT116,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H226,NCI-H322M,NCI-H522,NCIH23,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC62,UO-31,TC-71,HDLM-2,L-428,A2780,A375,A427,ES2,HT144,LOVO,MDAMB436,NCIH1650,NCIH2122,NCIH520,OCUBM,OV90,PA1,RKO,RPMI7951,SKMES1,SW837,UWB1289,VCAP,A2058
PHKG2,6.394841502,5.92195069,5.752824175,6.400540414,6.300129695,6.467635247,6.156970965,6.061556869,6.017031683,6.096863102,6.412057717,5.996523984,6.650641929,6.018770396,5.854750502,6.116535254,5.6077011,5.531744039,5.002388854,5.742209429,6.033806951,5.795361678,6.001130716,6.112146673,5.800558487,6.111880891,6.700703922,5.571349474,6.38476354,6.447628518,6.130907322,7.147311454,6.151937821,5.752582292,6.441739576,5.842182884,5.695843647,5.593250212,6.227090784,6.570421914,5.261689749,5.550898123,6.838161376,5.756641276,5.90521796,6.041534412,5.603238085,6.481992746,6.071032186,5.849665316,6.114478505,5.959633229,6.298427838,5.936465107,5.882145129,5.944836377,5.552792949,5.774728133,5.707037125,5.706468101,7.742463737,6.599966729,6.245871569,5.801786952,6.108793887,5.900068767,6.905042328,6.259367795,6.137207793,5.750562075,6.881927544,6.722201864,6.174035521,5.900158654,6.211161572,6.370357392,6.498655444,6.276201407,6.847317646,5.307456557,5.833304221
ETV1,2.989129427,7.451524284,4.730905051,2.998601046,3.235360108,2.88550215,3.083769689,3.071448999,3.836865853,3.388288915,3.152234379,3.255503812,2.982367403,3.259556961,3.384407385,3.128411049,4.322934171,4.651560559,5.855922684,3.087519886,3.362203408,2.889323648,4.323905742,3.999723423,3.794068407,4.809183897,2.999690977,4.498768226,3.030802376,3.025609551,2.98437186,5.441862899,3.196621375,4.3397199,2.976507024,5.694340077,3.500748745,2.96737609,4.409996918,5.045639205,3.63477283,3.122304805,6.403328587,3.798678952,5.030438804,5.384474744,4.143279434,3.340651662,3.127871038,4.605546649,4.726663285,3.964811004,3.040040818,3.261004873,5.235657136,4.679253078,6.431664696,3.473432343,3.15493302,2.980530968,3.119775252,4.805696062,5.713529577,3.491378767,4.825717783,4.738758666,3.184260055,3.535617848,5.681312433,3.746817789,3.640531871,2.958970467,3.233062334,3.791728611,3.08902605,4.72131427,5.000882518,3.122033904,2.966277911,3.045759611,4.387687098
KDM5B,5.482173728,5.609992131,5.855282749,3.767584099,5.303334989,5.836884006,5.74571556,5.59253411,6.290377842,6.643211664,4.882919886,5.413770581,5.060298453,6.181198084,4.456915436,4.83043284,5.563488776,6.092015443,5.592381144,6.438924442,6.185884431,6.531581895,6.910431323,5.254636673,5.353915543,4.219874779,7.430845852,5.583194168,6.391620574,5.481757809,5.28936662,5.74795244,6.570419505,5.639142706,5.779113992,5.577434439,5.431685091,6.415504966,4.425557837,2.856407902,4.797008339,5.180876682,5.833618666,6.124635576,5.780987021,5.502756122,5.489740552,5.561295197,3.898938763,5.502166531,3.839517018,4.203884902,6.397765647,5.43033646,6.108957143,5.732456121,6.087025754,5.676082972,5.447169243,2.881390094,3.203708629,6.580605023,7.451657002,5.251148158,4.79923627,5.604879425,5.589114103,6.004649323,6.364203393,5.768526914,5.356835822,5.677471408,3.91158165,6.596765716,6.285554151,6.216709511,5.906320345,6.036622105,5.472214627,5.780199799,5.488661739
COG4,7.830534404,6.772022238,7.747958795,7.095836905,8.022233405,7.415915255,7.012879364,7.631420024,7.095595412,7.730058473,6.88927534,7.435844838,7.557697126,8.023279294,7.392510041,7.319367412,6.604258987,7.394308731,7.197436864,6.576342696,6.868422233,7.291312795,7.955023911,7.475418918,6.534318206,7.196847324,7.065622212,7.242008969,6.627910578,6.599448663,6.379392134,8.090576782,7.144771361,7.054440649,7.180939389,7.087266307,7.788182573,7.226496848,7.348253497,7.784960933,6.549396783,6.501068818,7.844403491,7.077180247,7.290387889,6.769136978,7.303535944,7.472026738,8.737899964,7.006029706,5.941618346,8.52842815,8.331719026,7.345504019,7.121215986,7.540164267,7.044658364,7.764100927,6.547867707,5.887186794,7.142055617,7.305139034,7.532260014,6.821260675,6.683880918,7.165862955,6.023621532,6.250084994,8.428538684,6.962254719,8.439121539,6.728676318,7.391893024,6.984045874,6.17037376,6.789417107,8.103109643,7.604984319,6.780553936,6.529803327,7.229676621
MCM3,8.848847305,8.052356797,9.618741927,9.453795924,8.342658178,7.385949228,7.699744956,7.389216319,9.311763873,7.277113658,9.942967836,8.933818339,9.960250078,7.153284586,9.482376593,9.249069588,8.524482337,7.51230902,7.309834065,7.012016314,7.625730594,8.985369848,9.456666449,8.812942492,7.792613498,9.254988529,8.436532376,8.575623165,9.34143079,10.33886492,7.947344711,7.442303782,9.266806145,9.383918276,8.553363126,8.285901608,8.249598471,8.473374787,9.154802696,9.789629938,8.041229966,9.310464459,8.148135661,8.809017117,9.612432439,8.639628332,8.104149218,6.81713478,9.676060237,8.609577802,10.03994786,9.471874607,7.908943809,9.19502924,8.617960588,9.001867203,7.966096896,7.001192555,9.244142874,10.01988823,10.46235952,8.699918922,8.030027011,8.709147594,9.100657536,8.463875419,6.092293494,8.624348145,8.124935729,8.541965388,9.065677556,9.531734124,8.95263301,8.854438507,8.470858372,6.728825718,8.718240902,8.661343785,8.574832336,8.234579093,9.41999612
TERT,3.345400002,3.162510446,3.684531156,3.301802326,4.230755074,3.157332064,3.516532121,3.075824822,3.230957297,3.294403576,4.976875343,3.071641887,3.82327224,3.234003462,3.822130798,3.163358221,3.422810288,3.413811713,3.20572184,3.321594511,2.961687314,3.385863147,3.480238898,3.889694519,3.583827767,3.306492737,3.400225992,3.2997655,3.260493264,3.426104342,3.246062917,3.410035921,3.291687073,3.5931779,3.39667524,3.297489861,3.303937578,3.491547038,3.494668552,4.617216323,3.273011739,3.512306341,3.405011774,3.264276158,3.358758419,3.234208439,3.344199202,3.547390102,3.963251375,3.334113142,3.264300626,3.282151317,3.279187373,3.55108407,3.577464411,3.36601143,3.229087316,3.371136079,3.772716597,3.190311621,3.490284072,3.542302516,3.53273773,3.644978326,3.559775258,3.292447394,3.781604875,3.232315868,3.071515079,3.575973029,3.184842786,3.19356977,3.284440999,3.43379463,3.240173204,3.070436482,3.254101962,3.218210678,3.379025817,3.51100049,3.737852399
SNX13,6.753666241,6.687622383,6.867615607,6.491168338,5.918228494,6.999360182,6.745080241,6.602441831,6.288750251,6.151045135,6.181146728,6.566266479,6.571988608,7.592543123,7.870701766,6.461739193,6.386917473,6.497074263,6.892903974,6.477838438,6.225009804,7.308632435,6.490997342,6.990933041,5.946192696,6.17791109,6.61935176,6.413352678,6.661040771,6.106495273,7.681909482,6.832876086,7.468486048,6.709792612,6.815248153,7.161281333,6.407607854,6.288604883,7.495999716,7.140267349,6.799964797,7.035157795,7.195985906,7.250703358,6.699049532,6.584751719,7.11425779,6.251767267,6.203214401,6.649248587,7.010808585,5.62936541,7.723510918,6.544241491,7.804899194,6.098215317,7.301849546,6.640747017,6.651358501,5.417007403,6.219195898,6.952546506,6.423454545,7.826172283,6.426052659,6.780643295,6.856997108,6.611481338,7.95019215,7.15057685,7.14966538,7.693669395,5.82629988,6.248084368,6.595230032,6.438646264,7.526445131,7.7992762,3.383239223,5.984553431,6.870016873
PAK4,4.136831143,3.76047443,4.420788302,3.644291251,4.885312763,4.438026906,4.824363386,3.906703595,4.397791954,4.438630876,3.868696554,4.404316432,4.442280162,4.247389423,3.877628959,4.374918939,4.312459902,4.426675063,3.854949327,4.295630662,4.853309568,3.935943763,4.120973396,3.996536637,4.798077486,4.727101065,4.614192374,4.38108659,4.683342291,3.640050108,4.100142764,4.31936015,4.414498174,4.455977905,4.370511751,4.387033364,3.929415627,5.24902917,4.523724317,3.875333428,4.159057334,3.709312115,4.389048773,4.142097618,4.053916947,4.434232832,3.666019576,4.078464347,3.813812764,3.886102742,3.824277449,3.952310023,4.494851515,4.367651371,3.84313968,5.070517345,4.340777431,4.298215691,4.49875989,4.02364822,3.556683983,3.710658836,4.364871712,3.830667027,3.798918305,4.052062488,4.609854908,4.092650799,4.718384655,4.283305966,4.304311211,4.976076242,4.782559546,4.698487249,4.241264888,4.403326676,4.32925546,4.455404971,4.235535774,4.805622255,4.350420337
DPH2,6.42815335,6.571005263,5.662128729,6.57724906,6.068565075,5.786618727,5.384830976,5.03688697,6.808005596,5.867505476,6.42365887,5.673591784,6.593552411,7.10487196,6.633922665,5.509058201,6.482474137,5.461061686,5.687110764,5.809239634,6.21677146,5.457581214,6.121840808,6.036439794,6.435423484,7.158554039,6.05489598,5.171244502,6.457505362,6.573651946,6.330395427,6.664012732,6.029143126,6.592055809,6.791817932,5.576049195,5.252919941,6.390751332,6.63902551,7.318816741,6.274200094,5.885760757,6.017888307,5.901596611,6.523931344,6.153908594,6.027181078,5.777560139,6.661419523,5.626936782,6.277129448,7.090119945,6.303994048,7.664596726,5.804366742,6.701318839,6.073264051,4.868756033,6.915147108,6.430879549,6.427776422,6.020922856,6.947329013,5.811190458,5.989820618,6.815988243,5.911905067,6.805373361,5.875882918,6.604706036,7.703236107,6.554229244,5.524339714,6.625365134,6.895592293,6.621755693,6.367632361,6.496232497,6.280039708,6.06327778,5.971573725
SNX6,8.217194184,9.115312567,8.886062192,8.25636834,8.661418417,8.564871055,8.963539074,9.342241806,9.352454018,9.567574181,8.4120227,8.431251813,10.92934218,9.11851707,9.36417736,8.937567123,9.003547198,9.260073061,10.03674338,8.743862273,7.698717687,9.689838534,8.928560643,8.820129962,8.967541872,7.912430063,8.945547846,10.03772538,8.144707067,8.728347526,9.279485545,8.79018501,8.810859979,9.010631493,8.219201541,9.585675387,10.4598596,8.836595073,9.444992755,8.11445605,9.201443704,8.817289369,7.41187891,8.186846954,8.360538273,8.094295283,8.642958631,9.364751258,9.5595311,8.94162952,9.023256573,8.278091382,9.565456606,9.07208291,8.810743337,7.78987904,8.456178083,10.41368815,9.380555913,8.563466735,8.712465267,8.824602965,7.865868469,9.1814194,9.71867153,8.75253897,7.873748056,9.06986456,8.732458308,8.453527136,8.211646063,8.554089903,8.643191363,9.136804136,8.431499184,8.739764235,8.650781963,9.381224012,8.850245907,8.088305267,8.644872985
EED,8.074538169,7.657689349,8.260636491,8.517025545,7.382300731,6.779205542,7.881393002,7.557421418,7.831776125,7.131507587,8.557253832,8.089574863,8.519191823,8.416519983,8.46560798,7.755602534,7.981615493,7.113138086,7.319902765,7.930342652,7.874547203,7.526105936,8.57533318,8.423345582,8.346225752,8.627395213,8.157841204,8.624703369,8.968723363,9.063516668,8.798559563,7.928418439,8.423304148,8.086972804,8.175498889,7.962077779,8.711479327,7.873630407,7.293303298,8.269812359,7.349096345,8.392226162,7.535483619,7.857637728,7.43381197,7.330298344,7.121701734,7.138744591,8.495344313,7.734304695,8.713490441,8.586672835,8.082513936,8.014622729,7.761157153,8.316475403,7.660487609,7.444619921,8.160362326,9.516096546,10.28154695,8.15817354,8.561684304,7.962987391,7.676968137,7.033845681,7.024590964,8.098915357,8.184414395,7.984955294,8.507866981,7.768888133,8.401088205,8.543147208,8.195294974,7.701614773,7.835926981,8.239372155,8.501645312,8.008488994,8.127736585
WIPF2,5.438835276,5.31674687,4.740698713,5.94050246,6.186434604,5.643511776,5.962722548,5.819927612,5.271633891,5.862981979,5.510755441,6.819321177,5.765720018,5.562387428,5.661171678,6.563539076,6.068359199,5.776363381,5.854745489,5.375817623,6.174310952,5.860806702,5.43801913,6.138086102,6.443822505,5.229712607,5.506298641,5.213588357,5.35289594,5.672360775,6.015795632,5.67235679,6.300921324,5.865237775,5.518953188,6.117689923,5.490502436,5.16860088,5.256751271,5.494563536,5.273401608,5.37152675,5.972128587,5.577660497,5.472927551,5.21842749,5.390118163,5.979642857,5.329235459,5.736072346,5.288466306,5.843470563,6.183073027,6.026875037,5.81205964,5.72941523,5.28530195,5.607395529,5.175693832,5.586679447,5.629107721,5.525209887,5.926611096,5.564586098,5.430780834,5.36845583,6.283360874,4.913180378,5.816855828,5.669139367,5.445300624,7.323460203,5.640492412,5.407690977,6.246438511,5.634845308,5.478876462,6.211927594,4.984333098,5.776733726,5.059963683
NENF,8.449707121,7.950185399,8.21459118,8.877500053,9.199186065,9.79702419,8.872557537,8.49341593,8.48818156,9.203347065,8.483473662,7.055038419,8.706678685,8.900776472,7.367752406,8.595298544,8.408162938,8.342708254,10.17498574,7.948430247,7.315279439,8.248258484,8.281581565,7.421134327,8.207852449,7.999659989,7.852423513,8.680179062,8.561202555,8.176867197,7.087096868,8.414657627,8.969281082,7.958361346,6.948452358,7.657487601,5.743923583,7.376441598,9.516322572,7.335921826,8.606352269,8.814121276,8.200101665,8.097738738,7.767149692,8.825267695,8.853252003,8.94485795,8.459965989,8.861409657,8.517836689,7.985619246,8.441637271,8.538041124,7.983332389,9.077060618,8.882913537,7.842990535,8.226933108,8.296757271,7.600206839,8.814922459,8.864090593,8.970067031,7.769661007,8.679579104,9.162656163,8.579744416,8.752168313,8.269881997,8.810164837,8.279979323,8.475602347,8.374278389,9.015547174,7.329477452,9.290163799,8.073913978,7.106894631,8.178547263,9.30044692
RPN1,9.491554982,8.752958685,9.193741833,8.787589264,9.570972977,9.455186058,8.596670524,8.229428266,9.571894429,9.393878579,8.868628228,9.713108417,9.012716743,8.822805979,8.779099613,9.739331485,9.59543334,9.319596048,9.093796674,10.18600749,9.532108198,9.04317775,8.77256279,9.793451749,8.799402645,9.606076788,8.764861559,8.336853218,9.239222338,8.504227478,9.716264899,8.993571747,8.27795529,9.432048819,9.54325481,9.070379995,9.499597071,9.78600577,9.212727324,10.67830302,9.929569572,8.914262912,9.71773242,10.3767924,8.95867688,9.935626562,9.979103336,9.395807717,8.954506206,9.61499554,8.910905165,9.067198552,9.213035508,9.123410425,8.600340786,9.726963138,10.45754065,9.429782894,9.042639307,8.904970298,8.84239138,8.884502074,8.910374797,9.679805649,8.94541619,8.792971744,9.731641709,8.978954753,9.3500195,9.197178291,9.642048865,9.628544367,9.745739734,9.05589934,8.904067442,9.936036404,9.532824838,9.113779089,9.314319778,8.720710101,9.561114355
C2CD2L,4.329616862,4.009722857,4.203604701,4.856697285,4.25509271,4.185914047,4.412109421,3.989741582,4.554655917,4.089758826,4.544647328,4.705636683,4.047573056,4.135666077,4.569539913,4.644178559,4.332074415,4.324928246,4.250353362,4.625972225,4.635548248,4.488093237,5.684076352,4.471264767,4.34805684,4.405642181,4.746730207,4.491688788,4.744549995,4.955280323,4.149259819,5.611929852,4.337183596,4.362508474,4.760923307,3.993089724,3.98192936,3.875472647,4.74525283,4.991776094,3.890285573,5.801200964,4.357664163,4.332455653,4.427243407,4.267559147,4.16924208,4.380146674,4.242895184,4.324548506,4.502564733,5.018813848,5.204856745,3.839048856,4.186526064,4.819697017,4.134643501,4.365593665,4.676339114,4.791568257,4.504448965,4.593689411,4.526367918,4.091376829,3.81467725,4.09056996,4.923809408,4.21655121,3.757018058,4.268611519,4.562499476,4.481081556,3.894037369,3.973803622,4.727305692,4.565762698,4.195690554,4.218167957,5.32024455,4.831131657,4.324924832
GABPB1,5.991021466,5.201838799,5.741991295,6.194553208,5.561461296,5.445040756,5.511953661,5.100676222,5.803598383,5.471137572,6.946020617,5.959226802,5.590194675,5.953879951,5.381001279,6.20396514,5.977738785,5.49625087,5.369116797,5.683760256,5.916441759,5.718152833,6.180726956,5.990304494,5.760461341,5.978943289,7.774744087,5.74399053,5.386175458,7.013467117,6.47673159,4.994007413,5.401646097,5.37966187,6.106135571,5.613879912,4.941656327,5.317201038,5.59449002,5.855470363,5.757057645,6.490121793,5.19838184,5.686155483,4.91391774,5.280530814,5.507792041,5.614980269,6.647089251,5.330744915,6.428058386,5.898984224,5.624513536,5.921326938,6.144877493,5.290858653,5.236739196,4.816128523,5.588751632,6.27966288,5.964053372,6.025763912,5.532247094,5.736468624,5.735395479,5.700752682,4.888633389,5.483955978,5.975462122,7.28497518,5.667471285,5.91676409,6.050780344,6.256511123,6.857687918,5.616364083,5.352283418,5.19753528,5.130241132,5.542521936,5.582454248
POLR2K,9.460115104,8.892798339,8.583295986,10.05665494,10.2955242,9.309622097,9.698626479,9.101152016,10.24876579,9.792269758,9.498906483,10.23518398,9.236117595,9.874273904,9.229838323,8.806502682,9.71972482,9.504996634,9.222843448,10.0997783,9.22323903,9.344360508,9.076058237,10.03767039,10.09312617,9.354660513,10.39094397,9.965219894,10.15939871,9.603791315,8.675252296,10.53959284,7.652275035,9.541968644,9.848899099,10.0103178,10.18151292,9.280907468,10.78325808,9.810913539,10.2478375,8.85722485,9.587487627,9.924098862,9.796411434,9.711268947,10.37463405,9.075469256,9.384673374,9.10271574,8.291470713,8.479411722,9.900879457,10.07744506,8.874686434,9.44475652,9.482469973,9.481713541,9.077416704,10.03573118,9.92185012,9.034160311,9.732398657,8.9824124,9.880118038,9.308942533,9.243205894,9.224037799,10.52977845,9.517973809,9.921860696,10.02152027,9.558139202,10.17723196,10.17771484,9.757332707,9.061188048,9.134866686,9.959975111,9.398321479,10.19354631
PTK2B,3.670444466,3.421976788,3.432521719,3.662559735,3.693468038,3.754717408,4.153411074,3.926262913,3.662434108,4.141303232,4.056169665,3.641656153,3.460495553,3.810271641,3.635201501,3.440813864,3.7124058,3.461790315,3.77513973,3.494231552,3.922881597,3.530676409,4.116300226,3.578698174,3.512629592,3.420894809,3.633632675,3.464665301,3.477956958,4.215826251,3.85015868,3.866803828,3.658788718,3.332671846,3.707922252,3.487301743,3.793730416,3.728440872,3.653295137,5.258418795,3.504690264,3.570298137,3.489959951,3.936757226,3.311599762,3.687589276,3.478169173,3.395755778,3.58911919,3.463404173,3.99138897,3.727236297,3.61021724,3.575592045,3.506362984,3.458595707,3.484489264,3.668388135,3.38778205,3.498197088,3.55324318,3.689892455,3.467306952,3.524732203,3.55836576,3.423347084,4.118539287,3.719696593,3.762357799,3.745031147,3.523666924,3.328955858,3.703519631,3.526710259,3.534783568,3.485443514,3.569551298,3.722883109,3.512967152,3.975769289,3.494434892
PAF1,6.397062276,6.445036838,7.269666676,7.002695509,6.774593977,6.799652731,6.954195461,6.109560313,6.843274101,6.610166262,6.998100027,7.258999139,7.786149199,6.810127338,6.921722013,6.970285384,6.498922444,7.303229491,6.096374513,6.735638355,7.023103359,6.8328735,6.664189409,6.719440722,6.263568406,7.00313399,6.866910471,7.626501618,7.320376254,7.099118715,7.354168924,6.949351305,6.628321773,6.649633184,7.322883794,7.08168459,6.58438437,10.08199728,6.902203986,6.296000601,6.750907188,6.952512703,7.0001269,7.419889418,5.726889762,6.882243512,6.09610863,7.373424151,7.338896966,6.684963286,7.014044258,6.229853011,6.728252891,6.874275639,6.64485661,6.743235944,6.592226037,6.271693383,6.743224588,7.331037137,6.703626956,6.767306732,6.412447925,6.315043731,6.335479072,6.207376838,6.786012851,6.244601728,7.322738393,7.425010016,7.05969884,7.483438298,7.293151334,5.898262563,6.690760531,6.535619814,6.525110023,6.692180949,6.55230336,6.776336645,6.312007532
